,,description,screen_name,name,location,created_at,retweeted_count,profile_image_url,text,allies
348,L,,Hollowdriftwood,James,,Sun May 08 21:09:59 +0000 2016,157,http://pbs.twimg.com/profile_images/742597739670867968/AnCeWayf_normal.jpg,"@David_Cameron open your mind, because that isn't true, things are fragile.Being 1 in 507million doesn't fill me with confidence #voteleave","['DouglasCarswell', 'SamanthaLouize7', 'GouldSam', 'CllrBSilvester', 'pokeefe1', 'gupta_james', 'Based_Vader', 'jonathanshone', 'StrongerOut', 'D4ve0', 'NadineDorriesMP', 'LouiseMensch', 'realdealdanny', 'thierrybaudet', 'carefree_tug', 'SkipLicker', 'eToro', 'itsmrsvickyc', 'theordinaryman2', 'jiks', 'DRDaleRoberts', 'its_jessy_xoxo', 'LeaveEUOfficial', 'PayetForward', 'terrylawes']"
349,L,Proud supporter of Anonymous. Looking to meet other like minded individuals. Hoping to share my knowledge with the #OpNewBloods,AnonymusPersona,Anonymus Persona,Earth,Sat Jun 11 14:13:32 +0000 2016,156,http://pbs.twimg.com/profile_images/741634874470223876/s7rs788t_normal.jpg,"good on you, and you are right! we will be great britain once again, once we leave the eu! #VoteLeave #Brexit #Leave https://t.co/pbPRL2Qw7W","['theordinaryman2', 'Patriotic_Brit', 'Stop_The_EU', 'chrisjonzy', 'DiligentTruth', 'deYook', 'mkpdavies', 'DVATW', 'LeaveEUOfficial', 'MiSskadenbailey', 'uk_rants', 'alancashirelad', 'gavthebrexit', 'KTHopkins', 'GrahamGtk1954', 'WestCapeTribune', 'SyraBillsLican', 'LouiseMensch', 'DickKraaij', 'DENACREKID', 'vote_leave', 'Camron_London', 'SputnikInt', 'taximassive', 'JamesJimCarver', 'Jane_CollinsMEP', 'Lambrettaman6', 'KayBurley', 'ThomasEvansGB', '2tweetaboutit', 'JodieActy', 'KeechA13', 'ohboywhatashot', 'BBCr4today', 'peskygowilla', 'hullukip', 'BexleyVoteLeave', 'Vote_LeaveMedia', 'sincy91', 'pimpmytweeting', 'Muslims4Britain', 'WodeWose7', 'HonourCovenant', 'sametoyoutoo', 'Fight4UK', 'VoteLeaveUKIP', 'russjb2512', 'dougalSW19', 'connor_audrey', 'ianross6', 'Ian56789', 'Mike_Fabricant', 'Jeansmart45Jean', 'Taleof2Treaties', 'geraldhowarth', 'MATTIPOYSTI', 'martin_roach', '100pcLondoner', 'BusieoOfficial', 'Imjealousofthe', 'PetroNicolaides', 'Badnotmad', 'gaming_ffc', 'mrDesStewart', 'its_jessy_xoxo']"
350,L,,JoKer33817736,Jo Ker #Nexit,"Tholen, Nederland",Mon Sep 28 20:40:33 +0000 2015,156,http://pbs.twimg.com/profile_images/743541958950461440/iibxOZ5w_normal.jpg,"All together now! 
#Leave and regain what was once yours to begin with! âœŒ
#Brexit -&gt; #Nexit ðŸ‘Š https://t.co/YwBcC21HzQ","['LisaHenegauwen', 'Stop_The_EU', 'fvdemocratie', 'vote_leave', 'theordinaryman2', 'pjpaton', 'JASEMARKRUTTER', 'DVATW', '2tweetaboutit', 'Dwalingen', 'EUAreKidding', 'ScienceBritain', 'leftforexit', 'ukleave_eu', 'KjellLanoye', 'steven_winstone', 'boogaloo44', 'UKIPBroxtowe', 'mariekehoogwout', 'edwardsj1978', 'owenkirby', 'LeaveEUOfficial', 'pieterloos63', 'BrexitTheMovie', 'LYNDA270833', 'stephenwilson37', 'europafreunde', 'thierrybaudet', 'ukipwebmaster', 'SiDedman', 'ira_tenax', 'b_nordbeck', 'Baldursrun', 'GROLSCHnl', 'JuliaHB1', 'dobbs_michael', 'HopeDieBefore', 'CharlieRatster', 'DrTeckKhong', 'femiokes', 'TheyNeed2GoBack', 'DemoGrazzi', 'mickstevens', 'AnonymusPersona', 'CraigEtherton', 'HullTweeting', 'Manville54', 'TotallyTopical2', 'davidroachcouk', 'LPerrins', 'malcolmcameron7', 'ktf1965', 'Opinieleader', 'Canadians4Leave', 'croftyization', 'enkai_pan', 'DickKraaij', 'SamBenDavid', 'johnnybegood757', 'BartNijman', 'Woogenbury', 'DisparatePost', 'JoKer33817736', 'KapiteinHaak', 'UKIP', 'thea_scholte', 'RaheemKassam', 'martijnheeroma', 'LadyAodh', 'DavidJo52951945', 'Pritt', 'Snitserleven', 'Boogschutter10', 'gupta_james', 'V_of_Europe', 'InstantlyU', 'roygsymonds', 'LboroNO2EU', 'KoBarclay', 'find4yourself', 'RParavati', 'tnaleor', 'mrDesStewart', 'Australiaunwra6', 'HARRYCHUNKK', 'geenstijl', 'MdDeactivated', 'WhiteWednesday', 'CllrBSilvester', 'lizbilney', 'JulesSunbeam', 'Michael_Heaver', 'GouldSam', 'Bootfit', 'uniforbritain', 'LouiseMensch', 'Paradox321', 'MickKarma', 'LukeMcCoy66', 'MPaperoga', 'gianlucalaterza', 'QuestoTizio', 'ivansaracino', 'forlookin', 'RobertBadia', 'RitaccoAlessan1', 'SignsMary', 'skaidramigla', 'etventadv', 'sandersn85', 'omowunmi_la', 'Vote_LeaveMedia', 'Meyranne63Ann', 'navyfire111261', 'WritingSupplier', 'Anderss17Johnny', 'MarieJoseGMH', 'MiDispiaceNO', 'realdealdanny', 'josephineleigh', 'rayne_ea', 'akaraum', 'carefree_tug', 'BBCNews', 'b_baolo', 'tiziodesio', 'Powerboxie', 'SuzanneEvans1']"
351,N,"Stories that reveal and inspire, challenging expectations. Watch our best video: http://j.mp/4NewsYoutube",Channel4News,Channel 4 News,,Mon Apr 28 14:29:37 +0000 2008,156,http://pbs.twimg.com/profile_images/670009107924037634/D7bwdn6Q_normal.png,"Firm criticized for ""push polling"" allegations after undercover #c4news investigation #EUref https://t.co/fTetpfsq9S https://t.co/t6RnIkYdgP",['Channel4News']
352,L,,KeechA13,Andy Keech,,Sun May 20 18:34:01 +0000 2012,155,http://pbs.twimg.com/profile_images/666578295555817472/3f9IlL72_normal.jpg,"I thought I knew too, but which way are Keith Harris and Orville voting? It might change my mind. #VoteLeave  https://t.co/WLCmpgFe96","['fxmacro', 'HonourCovenant', 'DJack_Journo', 'Unionbuster', 'markprince58', 'CloakedStalker', 'ilovepiesme', 'LouiseMensch', 'Mister_Snoops', 'minefornothing', 'SuellaFernandes', 'Fight4UK', 'BearGardenMan', 'LPerrins', 'PeterGHandley', 'Jkhunofficial', 'TheOnlyGuru', 'BBCRealityCheck', 'GuidoFawkes', 'latimeralder', 'offasreturnII', 'BBCPropaganda', 'ATForshaw', 'obknit', 'SkyNews', 'MarcherLord1', 'GrahamGtk1954', 'chocsmylove', 'jparry1975', 'zombiestyled', 'Madhattercastle', 'frankwordsuk', 'ByronSanford', 'JackT94', 'hardharpinslim', 's0othsayer', 'RW_RealWorld', 'RobertWinfield2', 'RaybanCat', 'CID_Detective', 'GetBobbyToNo1', 'notoserfdom', 'GrahamLKeegan', 'Colam72', 'Alec21BT', 'Traditionalist4', 'geraldhowarth', 'SanityJw', 'gotellmike', 'SoGiveMeASign', 'Muslims4Britain', 'StokieJulie', 'BoDighe', 'ddotdesign1', 'White_Rose_Al', 'jeremymark7', 'skyblue_England', 'betteroutofEU', 'jed_hamilton', '3XT1', 'lisa23967', 'PaulVarcent', 'colbaltsparkle', 'HenkBakker4', 'matt_reuben', 'GrantStanleyUK', 'The_AndyWolfe', '1ofthe8015', 'pollyparrott61', 'ajbtea', 'Fe_bes', 'Ryan_WoodUK', '5ff395f7dfaa46d', 'DarrelKwong', 'Sophie_Jauregui', 'ChloeVotesLeave', 'Rachelpiggott', 'BrennanThe', 'Ianhs', 'Jozephx', 'LewisNicholas_', 'jayd786', 'TivvyTimes', 'mrchrisnewton', 'cjmanby1989', 'MitchellGoldie', 'LauraK2610', 'UKIPBroxtowe', 'Imjealousofthe', 'JediEconomist', 'SimonGJames', 'Steph7789', 'forbritain', 'rayne_ea', 'SammyMorrison82', 'LiamFoxMP', 'rocstar_77', 'RedHotSquirrel', 'malc_hill', 'JulesSunbeam', 'vote_leave', 'avemariarebecca', 'LadyIsabella81', 'KingHarold1', 'Mike_Fabricant', 'cmackinlay', 'holland_tom', 'Geezajay2013', 'TheSun', 'DKMatai', 'BBCNews', 'TobinZuhal', 'tiziodesio', 'NadineDorriesMP', 'Michael_Heaver', 'PaulHenriCadier', 'racheljoyce', 'Brianna_Bethany', 'Arron_banks', 'PayetForward', 'BromleyBeau', 'thomasoxley', 'JamesC_McGregor', 'wisermonkeys', 'Cricket4Britain', 'LewisCallum', 'DavidTCDavies', 'Lou_i5e', 'ElizabethHurley', 'its_jessy_xoxo']"
353,N,Political journalist @BBCNews @BBCRadioLondon @BBCLondonNews Retweets aren't endorsements (FYI it's Mendonsa) https://www.linkedin.com/profile/view?id=314537667,susana_mendonca,Susana Mendonça,London,Wed Apr 15 18:05:25 +0000 2009,155,http://pbs.twimg.com/profile_images/684513566892920832/brpQDTRR_normal.jpg,"London mayor @SadiqKhan asks @BorisJohnson why have you changed your mind?"" On EU being good 4London trade #EUref #BBCDebate @BBCRadioLondon",[]
354,N,"Public opinion, politics & climate change at Noise of the Crowd and other places.",leobarasi,Leo Barasi,"London, England",Thu May 07 17:33:32 +0000 2009,155,http://pbs.twimg.com/profile_images/635011647128539136/HbjlXH_p_normal.jpg,He's going to be so angry when he finds out about the Civil Service https://t.co/uvd2gVF6Vt,[]
355,L,"Just a woman who wants peace, liberty and security for her family and others. MSc #VoteLeave",jennyriarchi,Jenny Riarchi,,Thu May 19 20:45:36 +0000 2016,155,http://pbs.twimg.com/profile_images/740679381694046222/ZzDcYbJe_normal.jpg,"Just to bear in mind, amid all the fluff one simple element remains... #BBCDebate #EUref https://t.co/vg0XjAHdw8","['ScienceBritain', 'ElizabethHurley', 'CarolMurphy2013', 'DanHannanMEP', 'EUVoteLeave23rd', ""f you swear you've debated someone like this. #EUref #VoteLeave https"", 'GrrrGraphics', 'adamhamdy', 'Telegraph']"
356,N,"West Country based ITV News and politics presenter. Journalist. Husband. Dad. Tweets are from me, not ITV.",IanAxton,Ian Axton,Somerset,Mon Jan 11 11:58:45 +0000 2010,155,http://pbs.twimg.com/profile_images/635794294805262336/bCBBkdT9_normal.jpg,Watch - Head to head with Cameron and Fox on the #EUreferendum https://t.co/pFUiVJrz5t,"['PA', 'richardpayneitv', 'itvwestcountry']"
357,R,"Editor, BBC Newsnight",iankatz1000,Ian Katz,London,Sun Jun 07 20:14:00 +0000 2009,154,http://pbs.twimg.com/profile_images/1336090656/iantwitter_normal.png,What does Mark Carney know? - think this is is one of most quietly revealing exchanges of #EUref campaign https://t.co/WOYh0PCiXF,['MxJackMonroe']
358,N,"Journalist | @TheCommonSpace Editor | @newsundayherald columnist | 'Haggerty takes no shit' - The Observer | Mouthy as hell | Likes: politics, fitba | Ma views",AngelaHaggerty,Captain Haggerty,Glasgow,Fri Oct 09 00:35:54 +0000 2009,154,http://pbs.twimg.com/profile_images/735580077690392577/DvH0--Z9_normal.jpg,"Over 5,000 votes, it's neck and neck. Couple of hours left. https://t.co/3FX55W8S9r",[]
359,R,actress/writer/wannabe crooner. work/press enquiries only via agents please: acting/scriptwriting: independent talent. articles/book stuff: kingsford campbell.,RebeccaFront,Rebecca Front,,Sat Jun 20 20:19:30 +0000 2009,154,http://pbs.twimg.com/profile_images/736813084870909952/ElKzCgfW_normal.jpg,I make it a rule never to do politics on twitter.But I don't believe in quitting.I believe in making things work better. I'm voting #Remain,[]
360,L,"Protestant, Nativist, Capitalist - Nimble Navigator",YodaLoco,Yoda,"Florida, USA",Wed Sep 02 21:56:03 +0000 2015,154,http://pbs.twimg.com/profile_images/723730879705681920/XnOgisa0_normal.jpg,"#Brexit
Hey, if he wasn't over here trying to assassinate a world leader, he could be running for mayor of London. https://t.co/BDUAROi7KA",['MarcherLord1']
361,R,Behind Every Musician,WeAreTheMU,Musicians' Union,UK,Tue Feb 23 11:23:56 +0000 2010,153,http://pbs.twimg.com/profile_images/2555674903/s15xeg8h7j3hga5wamdc_normal.jpeg,"The EU helps protect you as a musician, and the life you work hard to make https://t.co/EzUBJgSIUj #StrongerIn https://t.co/RkK7DOekTa","['LisaMoorish', 'Wookalily', 'AlexLaing']"
362,N,"Journo for @BBCNews, @MarrShow, @daily_politics & @BBCParliament. Also blogger @HPYoungVoices. Views are my own, ok? #princess - http://habibakhanom.com/",Ha_bi_ba,Habiba Khanom,"London, UK",Wed May 20 15:15:03 +0000 2009,153,http://pbs.twimg.com/profile_images/736324107827023872/TTfC-chL_normal.jpg,I remember seeing @NoelGallagher here in 2012 #BBCDebate #EUref https://t.co/jqZJqRRseZ,"['daily_politics', 'BBCBreakfast', 'BBCNews', 'BBCr4today', 'NadineDorriesMP', 'JuliaHB1', 'PA', 'BBCNewsPR', 'ChrisMasonBBC', 'BBCRealityCheck', 'andrealeadsom', 'DianeJamesMEP', 'BBCBreaking']"
363,R,"Now working part-time, volunteers part-time. Cares what happens to UK society full-time | e: imajsaclaimant@gmail.com http://facebook.com/imajsaclaimant",imajsaclaimant,I was a JSA claimant,Zummerset #UniteCommunitySW,Mon Nov 05 13:59:58 +0000 2012,153,http://pbs.twimg.com/profile_images/734884560652144640/J8WbeMh8_normal.jpg,Brexit is our Mexican Wall. #EUref,['sparksyred']
364,R,"Account of the President of the European Parliament, managed by Martin Schulz's media team",EP_President,EP President,Brussels/Strasbourg,Thu Nov 07 13:44:12 +0000 2013,152,http://pbs.twimg.com/profile_images/723504590277214208/yLeLY1kN_normal.jpg,Welcome President Hashim #ThaÃ§i to discuss #Kosovo #EU perspective including visa liberalisation @Europarl_EN https://t.co/gNw3RJBMiP,[]
365,R,Alcaldesa de @Madrid. Gobernar es escuchar. Tuiteamos en equipo. Agenda pública: http://bit.ly/1SImRyi,ManuelaCarmena,Manuela Carmena,Madrid,Fri Mar 13 17:23:02 +0000 2015,152,http://pbs.twimg.com/profile_images/589887350303502336/oUrBLUCv_normal.jpg,La bandera britÃ¡nica en Cibeles. Madrid quiere a Gran BretaÃ±a con nosotros. #StrongerIn https://t.co/0xOTsoTYDd,[]
366,L,"Anti EU & mass immigration UKIP member. All my own views. Follows, RTs & ❤ not endorsement of others or their opinions.",richyh5712,Deep Purple,Yorkshire,Wed Jun 04 19:46:02 +0000 2014,151,http://pbs.twimg.com/profile_images/737281959492235265/kQaUBjyS_normal.jpg,"Its not a military invasion but still an army wanting to have what we &amp; ancestors built up.
Go home &amp; do it #Brexit  https://t.co/EsqO7zO6Gy","['JTruscott5040', 'RaajShamji', 'BrexitNoww', 'ExittheEU', 'BitcoinRat', 'Nic_Southworth', 'Gjon777', 'a_brexit_dog', 'Kebian', 'MoneyWeek', 'PrisonPlanet', 'AfjalBokth', 'Helio_Spherical', 'vote_leave', 'survey_tweeter', 'deejayhome', 'lyons_miss', 'StarAnderton', 'AubelFelix', 'michelleabelle', 'DinoFancellu', 'big_mikky', 'stephenwilson37', 'solas56', 'V5M1000', 'angelneptustar', 'benllewelyn', 'Walsallband', 'GrahamGtk1954', 'Patriotic_Brit', 'chrisg0000', 'DeltaDelaney', '2010LeeHurst', 'suttonnick', 'BetterOffOut', 'Superted9000', 'JuliaHB1', 'flyingfury1940', 'saperkins', 'LeaveEUOfficial', 'kev927riddy', 'SwillBohanna', 'simon_oakden', 'theordinaryman2', 'theflycatcher81', 'toadmeister', 'Fight4UK', 'joymariewood', 'thierrybaudet', 'Legal_Poodle', 'Trev_Forrester', 'Bull_Spotter', 'solarkipedia', 'KillSocialism', 'JamesJimCarver', 'LesleyMillercyp', 'me4ukip', 'Titanic_Britain', 'JamesDelingpole', 'WritingSupplier', 'cordeiro876', 'BarryLowdnes', 'CllrBSilvester', 'amara5500', 'Casumptious', 'hull_leave', 'RealBlackIrish', 'StreetRepairs', 'ARShitlord2', 'suekenmax', 'tudorrose16', 'Stop_The_EU', 'ohboywhatashot', 'LouiseMensch', 'SirBentlyBlower', 'RayUngerer', 'uk_rants', '_HankRearden', 'fabrightwing', 'DHewson', 'RoyalNavyNews', 'martinjdiggins', 'emilyjhopkinson', 'lizb73', 'Robt_O', '2purplebricks', 'Ironwand', 'JeremyCarbyne', 'Sargon_of_Akkad', 'KeechA13', 'ThomasEvansGB', 'UKIPBroxtowe', 'Nick_1683', 'Northwich115', 'andrewbguy', 'FXdestination', 'local_hub', 'NadineDorriesMP', 'PatrioticNeko', 'davidroachcouk', 'LandofAngles', 'Jefbray', 'HenrySmithMP', 'Leavethe_EU', 'Y_Eurosceptics', 'montie', 'cicorre64', 'SirGully', 'DVATW', 'blinkerdbritain', 'GeneralissimoUK', 'cmackinlay', 'brexittruths', 'costajoe40', 'Brooksie_no_1', 'YoungBeleavers', 'sandersn85', 'andrealeadsom', 'femiokes', 'Dwalingen', 'Europe4Britain', 'PatrioticBrits', 'samsonofsam', 'AccountantPaul', 'Redpeter99', 'Vote_LeaveMedia', 'GuidoFawkes', 'DeniseDennyp342', 'belindawood99', 'Cricket4Britain', 'IrateBrit', 'ThatNatalieGray', 'DavidMilwr', 'Indians4Britain', 'A_Tsatiashvili', 'igeldard', 'MuppetV2', 'CarolHope01', 'EuropeElects', 'ExposingBBC', 'rorybroomfield', 'ScotJock', 'lordhankey', 'pablothehat', 'liarpoliticians', '09000gjs', 'uniforbritain', 'AK_Accountants', 'SputnikInt', 'Mike_Fabricant', 'nkpt1978', 'Muslims4Britain', 'CID_Detective', 'MdDeactivated', 'VoteLeaveUKIP', 'TaleahPrince', 'cheyennebarbara', 'jeffraykovich', 'MartinDaubney', 'DaveWinderUKIP', 'ampmdespatch', 'ricklee89', 'oldham_out_go', 'JulesSunbeam', 'SteveBakerHW', 'QueeniesSoapbox', 'tobymutz101', 'JuniorBez1997', 'emilielebretonn', 'itsmrsvickyc', 'ChloeVotesLeave', 'TheSun', 'Stephy31uk', 'Of_Mice_And_Ben', 'Hansig_jw', 'Markit_tweet', 'HannahMcNeish', 'thomasoxley', 'DarrenMole', 'BostockClive', 'TheHappyKipper', 'JamesC_McGregor', 'SmithThesmithy', 'JG16580057', 'ManLivingAlone', 'miketribe66', 'MatthewSephton', 'Hbkmcmahon', 'LadyDurrant', 'PayetForward']"
367,R,Deactivating soon! please follow @BondBeyondPod,Discipline007,James Bond,Universal Exports,Sat Oct 06 17:56:48 +0000 2012,151,http://pbs.twimg.com/profile_images/2785097118/aacf1911f6b86dceec2243dacacd8931_normal.png,The latest The Skyfall Daily! https://t.co/t5zcrO0dSZ Thanks to @Mark0Connell #remain #shortoftheweek,[]
368,L,,rob_blade,Rob,,Mon Feb 24 09:22:35 +0000 2014,150,http://pbs.twimg.com/profile_images/741017771824320512/cEAsuvYK_normal.jpg,,['DickGraceless']
369,L,count colours not calories,morgancrawf,Morgane le Fay☾,,Tue May 19 15:53:34 +0000 2009,150,http://pbs.twimg.com/profile_images/727521434587791361/csp5T7i4_normal.jpg,#EUref ðŸ�¶ðŸ�±ðŸ�·ðŸ�˜ðŸ�­ https://t.co/W9hxcPvdFf,"['DickGraceless', 'Number10cat', 'TheGreenParty']"
370,L,,h8kes,Kevin Saunders,,Wed Feb 22 12:56:57 +0000 2012,150,http://pbs.twimg.com/profile_images/577211246786703360/I7Wsu00L_normal.jpeg,"#bbcdp ""Border control is racist."" - give me strength. #Brexit","['LiarMPs', 'EUAreKidding', 'tricki29', 'KTHopkins', 'PeaceOutCoUk', 'ExittheEU', 'WestCapeTribune', 'somersetlevel', 'vote_leave', 'LouiseMensch', 'Leavethe_EU', 'MisterSoAngry', 'DVATW', 'pperrin', 'AuntyShiba', 'RaheemKassam', 'amara5500', 'CllrBSilvester', 'LBC', 'realdealdanny', 'paullloydroach', 'sarahjane1979', 'PrisonPlanet', 'UKIP_Voter', 'RedHotSquirrel', 'liarpoliticians', 'busybuk', 'StrongerInTheEU', 'sarahjanesewell', 'Jack_Slater', 'mevbrown', 'Drystonesonnet', 'RayJBray', 'deejayhome', 'SW1Rob', 'Vote_LeaveMedia', 'XxPLWxX', 'Mike_Fabricant', 'richardwjones', 'Trebor68', 'MdDeactivated']"
371,L,Make Britain Great Again! #Brexit GSTQ,johnmknox,John M Knox,The Shire of York,Sat Jun 04 03:14:44 +0000 2011,150,http://pbs.twimg.com/profile_images/491739112517271552/kQROsNQW_normal.jpeg,The UK will probably be forced to adopt € by 2024 if we remain in the EU &amp; we wont get a referendum on that. Safe option #VoteLeave #EURef,"['Casumptious', 'vote_leave', 'suttonnick', 'WomenforBritain', 'RaheemKassam', 'PrisonPlanet', 'Michael_Heaver', 'consforbritain', 'labourleave', 'LiberalLeave', 'LeaveEUOfficial', 'pablothehat', 'ChloeVotesLeave', 'theordinaryman2', 'Daily_Express', 'Telegraph', 'Holbornlolz', 'DVATW', 'TheAnglosphere', 'JimDeMint', 'Heritage', 'securefreedom', 'rorybroomfield', 'LouiseMensch', 'EuroGuido', 'TelePolitics', 'montie', 'State_Control', 'gupta_james', 'GatestoneInst', 'DancerGuard', 'MitchellGoldie', 'BBCNews', 'mwengway', 'BetterOffOut', 'DrTeckKhong', 'JediEconomist', 'WSJ']"
372,R,Human disaster. Author of a thing - http://bit.ly/Lifeabet,TechnicallyRon,TechnicallyRon,London NW2,Mon Jan 25 00:18:06 +0000 2010,150,http://pbs.twimg.com/profile_images/683972064781463552/94h64ztN_normal.jpg,THIS IS EXTREME POLITICS #EUref,[]
373,L,Writer. Brexiteer. Flexciteer. #Brexit http://independentbritain.wordpress.com,lostleonardo,Lost Leonardo,,Wed Nov 25 19:20:34 +0000 2009,150,http://pbs.twimg.com/profile_images/1813464231/IMG_0373_normal.JPG,The EU is a redundant middle-man. Trade regulation has gone global. Listen to @UNECE. https://t.co/sH6TqZ9gLt #EURef https://t.co/FK0hCaWZIS,"['TheScepticIsle', 'PeteNorth303', 'thierrybaudet', 'eureferendum', 'English_Woman', 'Ashintully1745', 'WhiteWednesday', 'Damage_13', 'RichardAENorth', 'BrexitBlogs']"
374,N,ITV's regional news service for the South West.  Presented by @ianaxton and @kyliepentelow - email your stories to westcountry@itv.com,itvwestcountry,ITV News WestCountry,South West of England,Thu Jul 09 15:42:23 +0000 2009,150,http://pbs.twimg.com/profile_images/3105984938/17bab587f151975ca4ae9f6a1cab7c56_normal.png,#EUref @itvwestcountry @David_Cameron - 'It'll be very close. Think about your children. There's no reverse gear. Better to stay in.',['LiamFoxMP']
375,L,Early 20s. Free speech advocate.  Working to create safe spaces for politically incorrect thought. Multi-user account. #AltRight,genophilia,End Cultural Marxism,Identitarian Delegation ,Fri Sep 07 22:49:17 +0000 2012,149,http://pbs.twimg.com/profile_images/698178566517686273/8GtUrpDL_normal.jpg,"On Thursday #VoteLeave and stop the 3rd world invasion.
 
#Brexit #ukip #VoteRemain #VoteLeaveTakeControl https://t.co/nCk7hUhtXa","['LadyAodh', 'vdare', 'School_Humungus']"
376,N,"Senior Political Correspondent Sky News. Telegraph blogger, Metro columnist, crazy cat lady http://Instagram.com/sophyridge https://www.facebook.com/sophyridge1",SophyRidgeSky,Sophy Ridge,London,Tue Jan 13 19:25:55 +0000 2009,149,http://pbs.twimg.com/profile_images/738497211009531905/S6CkBZFJ_normal.jpg,Sometimes it's worth taking a step back to recognise progress: this is another #EUref debate with great gender balance #BBCDebate,[]
377,L,,yorkshireprobs,Yorkshire Problems,,Tue Mar 05 20:27:05 +0000 2013,148,http://pbs.twimg.com/profile_images/742056234837123072/4Wl1uK-V_normal.jpg,With just 2 days to go until the #EUref let's see how people will be voting &amp; then see if our poll was correct!,[]
378,N,"BBC Daily & Sunday Politics: Andrew Neil & Jo Coburn: BBC1 Sun 1100 #bbcsp, BBC2 weekdays 1200 (Wed from 1130) #bbcdp (later on BBC Parliament & iPlayer)",daily_politics,DailySunday Politics,"Westminster, London",Mon Mar 02 10:53:12 +0000 2009,148,http://pbs.twimg.com/profile_images/1693045928/dpsp_twitter_normal.jpg,"Some of the name-calling, furious briefing and talk of revenge between Conservatives in the #euref campaign https://t.co/S7ZsHMOHco","['Ha_bi_ba', 'BBCNews', 'BBCRealityCheck', 'boden_will', 'adamfleming', 'CBItweets', 'GavinLeeBBC', 'robmayor', 'SiDedman', 'Tinglepolitics', 'BBCWorldatOne', 'BBCr4today', 'ChrisMasonBBC', 'bbclaurak', 'nickeardleybbc', 'BBCEleanorG', 'brianmeechan', 'WalesPolitics', 'davidcornock', 'BBCScotlandNews', 'BBCBreaking', 'iAlexhunt', 'susana_mendonca', 'bbckamal', 'iainjwatson', 'HistoryExtra', 'BBCNewsnight', 'BBCNewsPR', 'Jo_Coburn', 'FrancesOGrady']"
379,N,"#Anonymous for cetaceans 
#OpKillingBay #EU against the slaughter in Faroe Islands #taiji 
#OpWhales #OpSeaWorld #OpKillingBay",TaijiBarbie,#OpKillingBay,Japan ,Fri Oct 24 20:34:08 +0000 2014,147,http://pbs.twimg.com/profile_images/723068801869307904/Y-hNuFF8_normal.jpg,"Let your eyes take in the view, then the pink coat of a child taken to watch slaughter #OpKillingBay #EU https://t.co/D2Kzr14tV7",[]
380,R,"Agitator, Notts County FC Supporter, Juve Admirer, Cyclist, Public Transport Enthusiast, Big Fall Fan (Very Professional), Front loading some brews.",nottsroddy,Richard Wellings,"Nottingham, Robin Hood Country",Sun Jul 17 22:01:22 +0000 2011,147,http://pbs.twimg.com/profile_images/3456677471/76babd7b76f07e266a5d1edad7d9061c_normal.jpeg,,['SkyNews']
381,R,Green MEP for London. Working for a fairer and greener society.,GreenJeanMEP,Jean Lambert MEP,,Mon Sep 26 08:59:38 +0000 2011,147,http://pbs.twimg.com/profile_images/735399008458412032/UlKnWmtU_normal.jpg,"#Brussels did not say 'no' on tariffs on Chinese steel, the UK govt did! #EUref","['TheGreenParty', 'StrongerIn', 'LondonGreenerIN', 'FrancesOGrady', 'WildlifeTrusts', 'OfficeGreenJean', 'LetMeVote_UK', 'CarolineLucas', 'Paul_Haydon', 'xrosiemckennax', 'The_TUC', 'mehdirhasan']"
382,R,"Cyclist, cook, wife, mum, fruit grower, Labour MP for Wakefield, chair of @CommonsEAC, campaigner @UKLabourIN. http://join.labour.org.uk. mary@marycreagh.co.uk",MaryCreaghMP,Mary Creagh,Wakefield and London,Fri Jul 23 10:32:59 +0000 2010,147,http://pbs.twimg.com/profile_images/673918968684351488/1aqVSeyY_normal.png,Leavers can’t name one country that will give us a better trade deal if we leave the U #strongerin #BBCDebate,"['LouWhiteheadPA', 'YandHStrongerIn']"
383,L,God Emperor @Breitbart – I'm right about everything Read my articles every day here https://www.facebook.com/James-Delingpole-30824009076/?pnref=story,JamesDelingpole,James Delingpole,"England, United Kingdom",Sun Aug 10 14:04:20 +0000 2008,146,http://pbs.twimg.com/profile_images/609781465983942656/M0Q-Tqun_normal.png,I have just written a piece for tomorrow's @BreitbartLondon so awesome and inspiring I envy you the joy of reading it #Leave,"['BBCr4today', 'LouiseMensch', 'NelFormaldehyde', 'uk_rants', 'HarrietSergeant', 'MrRBourne', 'Khyberman']"
384,N,"#EURef analysis, forecasts and polls from @MattSingh_'s @NCPoliticsUK, the site that predicted the polling failure at the 2015 UK election.",NCPoliticsEU,NCP EU Referendum,UK,Sat Feb 20 10:24:36 +0000 2016,146,http://pbs.twimg.com/profile_images/700995200072732672/NpvnvoJi_normal.jpg,"Survation/IG Index (EUref):

REMAIN 45 (=)
LEAVE 44 (+2)

20th Jun
N=1,003
#EUreferendum #Brexit",[]
385,N,Independent analysis and news on #Brexit and #EUreferendum.,BrexitWatch,Brexit Watch,United Kingdom (for now),Fri May 08 10:14:05 +0000 2015,144,http://pbs.twimg.com/profile_images/596621857668870144/Kdl93gIc_normal.jpg,"voting in #EUref follows class divides: Tesco, Lidl, Aldi shoppers #VoteLeave, Sainsbury's and Waitrose #VoteRemain https://t.co/YaVPu5dGGV",[]
