,affiliation,friends_count,favourites_count,description,screen_name,geo_enabled,lang,verified,time_zone,statuses_count,followers_count,following,name,location,created_at,retweeted_count,profile_image_url,text,allies,new_text,new_retweet_count,new_created_at
440,L,1343,8716,Socially liberal blogger. Politics and democracy to be rejuvenated by institutional reform and BREXIT. Party allegiance suspended until 24/6/16. Maybe beyond.,ruminantsheep,False,en,False,,16257,1372,,The Ruminating Sheep,N Yorks,Wed Feb 11 20:23:46 +0000 2015,128.0,http://pbs.twimg.com/profile_images/567946105724608512/aLu7hYez_normal.jpeg,#projecthate raised by the #Remain campaign. BNP donation? Nasty direction suddenly. #BBCDebate,"['vote_leave', 'suttonnick', 'ExittheEU', 'qiauto', 'OpenBritain', 'ScotsVoteLeave', 'spikedonline', 'pokeefe1', 'theordinaryman2', 'KaineAndAble', 'Stop_The_EU', 'Vote_LeaveMedia', 'ChrisBaxi', 'Queen_UK', 'DanHannanMEP', 'LouiseMensch', 'terrylawes', 'MrRBourne', 'Civitas_UK', 'SuzanneEvans1', 'oflynnmep', 'A_Tsatiashvili', 'montie', 'adamhamdy', 'forbritain', 'lawyers4britain', 'DeborahPTodd65', 'Mike_Fabricant', 'LeaveEUOfficial', 'Jean_de_Valette', 'NadineDorriesMP', 'RobertWinfield2', 'VoteLeaveUKIP', 'TheaDickinson', 'SteveBakerHW', 'annofarabia', 'matthewkitcher', 'uk_euref', 'Legal_Poodle']","@JolyonMaugham @StevePeers @tweetasanutm8 moan, moan, whinge, moan. Never stops. Grow up and accept the result children.",0,Mon Jul 25 17:57:45 +0000 2016
441,L,19755,890,UKIP Leader on Canterbury City Council,TheHirstComment,True,en,False,Amsterdam,12351,27126,,David Hirst,,Sat Apr 19 14:35:46 +0000 2014,128.0,http://pbs.twimg.com/profile_images/457632767170576384/XLoHLuC4_normal.jpeg,Obviously Queen favours Leave. That is now clear. We never expected anything else! #voteleave https://t.co/yFN43fhnZA,"['RedHotSquirrel', 'LeaveEUOfficial', 'DavidJo52951945', 'Juliet777777']",Nothing changes. https://t.co/FUuYX8YSlC,28,Sun Apr 08 20:09:46 +0000 2018
442,R,71137,40328,"Pink Floyd fan, seen them live 15 times. Love Rock, Led Zep, Beatles & MUFC. 18+ Follows pls... 'What is life if full of care, we have no time to stand & stare'",steve_sps,True,en,False,Amsterdam,19603,102325,,Pink Floyd - Steve™,"Berks, UK, Stephen Paul Smith",Wed Jul 20 11:26:32 +0000 2011,128.0,http://pbs.twimg.com/profile_images/745166904872972288/421rQNjk_normal.jpg,"Darlin' you got to let me know
Should I stay or should I go?
If you say that you are mine..

#TheClash
#EUreferendum https://t.co/dDHhPRFojV",[],"Sail on, silver girl,
Sail on by
Your time has come to shine
All your dreams are on their way
See how they shine
Oh… https://t.co/1kAT0UyvxX",203,Sun Apr 08 18:31:22 +0000 2018
443,L,887,21783,Writer. Prankster. Fool for thought.,Otto_English,False,en,False,Casablanca,66939,3755,,Otto English,,Sat Jun 04 08:34:34 +0000 2011,127.0,http://pbs.twimg.com/profile_images/688101335133196288/89Gzh2g1_normal.jpg,Oh Belinda. Think about it. Just stop and have a little think. https://t.co/Y11uVFJada,"['mrjamesob', 'grumpypostie', 'LeaveEUOfficial', 'wdjstraw', 'jk_rowling', 'TomLondon6', 'sturdyAlex']","@FannyJan123 @JimmySecUK @DavidDPaxton ""No"" the boring old twat answered...""but she sat just over there. Just.... o… https://t.co/9KryGfYPcQ",0,Sun Apr 08 22:30:00 +0000 2018
444,L,666,92,"Seemingly illogical positivist. Flourished in the first part of the 21st cent. Propounded a set of laws the world generally ignores, to its detriment. Brexiteer",Khyberman,True,en,False,London,48529,2282,,"Banti, Khyberman","Hillingdon, London",Sat Feb 21 20:27:19 +0000 2009,127.0,http://pbs.twimg.com/profile_images/743236088597184512/I8NF4uW9_normal.jpg,The latest The Khyberman Report! https://t.co/ihco7OadfO Thanks to @fascistCOW @UxbridgeGazette @annispice #voteleave #brexit,"['ohboywhatashot', 'NoThanksEU', 'davidandvinny', 'DisdainForLife', 'sja123', 'downhilldave351', 'carlacathro', 'sophieadair01', 'vote_leave', 'MrJacHart', 'Holbornlolz', 'AliJaved93']",The latest The Khyberman Report! https://t.co/mR2OQwioqx Thanks to @AmyinLondon @_AndreaUrbanFoX @lambandflag99 #boris #borisjohnson,0,Sun Apr 08 10:57:10 +0000 2018
445,R,1136,307,unionstogether is the campaigning voice for the 14 trade unions that are part of the Labour Party.,unionstogether,True,en,False,Dublin,10554,9665,,Unions Together,United Kingdom,Fri May 21 10:37:29 +0000 2010,127.0,http://pbs.twimg.com/profile_images/709703161603235840/jmiAWiNI_normal.jpg,Tories banging on about low pay.... Care so much? Living wage &amp, collective bargaining pls! #remain #betteroffIN #leavemeanslowerpay,"RT @UKLabour: Millions of people will be voting in the elections this May – make sure you’re one of them. Apply for a postal vote today, yo…",758,Fri Apr 06 15:04:20 +0000 2018
446,L,630,1059,"socialist, pro democracy, anti fascism anti totalitarian and thus anti Islam.",DemoGrazzi,False,nl,False,,2074,279,,Demo Grazzi,,Wed Jan 27 16:44:59 +0000 2016,126.0,http://pbs.twimg.com/profile_images/692391034899296256/JhmNKQFa_normal.png,"Italy supports #Brexit, Great Britain! Because we all want to start a better future. #VoteLeave #EU https://t.co/IxcOHBBUlZ","['Dwalingen', 'windwens', 'TheyNeed2GoBack', 'HopeDieBefore', 'DemoGrazzi', 'brunettebomb32', 'IkkeCock', 'ira_tenax', 'find4yourself', 'JoKer33817736', 'Boogschutter10', 'thea_scholte', 'Snitserleven', 'KapiteinHaak', 'croftyization', 'enkai_pan', 'truusdemierr', 'LukeMcCoy66', 'MPaperoga', 'gianlucalaterza', 'QuestoTizio', 'ivansaracino', 'forlookin', 'RobertBadia', 'RitaccoAlessan1', 'SignsMary', 'skaidramigla', 'etventadv', 'johnnybegood757', 'tnaleor', 'RParavati', 'Jo_Ozymandias', 'TRobinsonNewEra', 'vote_leave', 'SophieMarsh_99', 'BlikopNOS', 'MarieJoseGMH', 'Powerboxie', 'tiziodesio', 'b_baolo']","RT @charlotte101987: #kominverzet

Ik wil gewoon op straat kunnen lopen, net als mijn moeder en haar moeder deden in een vrij Nederland htt…",1401,Mon Feb 19 15:45:35 +0000 2018
447,L,659,10456,"Φοιτητής Οικονομικών επιστημών,ανάλγητος νεοφιλελές",marios_bn,False,el,False,Pacific Time (US & Canada),2599,916,,Marios Bn,Θεσσαλονίκη,Tue Jan 26 18:48:27 +0000 2016,126.0,http://pbs.twimg.com/profile_images/745029441080918016/MV3-XiIB_normal.jpg,"ÎšÎ±Ï„Î¬Î»Î±Î²ÎµÏ‚ Ï„ÏŽÏ�Î± Î•Î»Î»Î·Î½Î¬Ï�Î± Î¼Î¿Ï… Ï„Î¹ Î´Î¿Ï�Î»ÎµÎ¼Î± Î­Ï†Î±Î³ÎµÏ‚ ÎºÎ±Î¹ Ï€Î¿Ï� ÏƒÎµ Ï€Î®Î³Î±Î¹Î½Î±Î½;
#bremain #brexit #grexit #ÎŸÎ§Î™2015 https://t.co/3ASzNZsucC",[],RT @georgekakousis: Στη Θεσσαλονίκη δουλεύει και η εισαγγελία τα Σαββατοκύριακα ή μόνο η ΔΟΥ ; #paokaek https://t.co/k1qUWYxfjY,129,Sun Mar 11 23:21:59 +0000 2018
448,L,1980,6654,Working hard to save the UK from a Federal EU. British NOT European #Grassrootsout #Brexit #Leave.eu,cheekylatte,True,en,False,London,116245,4503,,CheekyLatte❤️#Brexit,"MIDDLE ENGLAND, UNITED KINGDOM",Mon Oct 19 23:01:47 +0000 2009,126.0,http://pbs.twimg.com/profile_images/715628266581692416/w3ukFnF6_normal.jpg,I wonder why that is.... ðŸ¤”ðŸ¤” https://t.co/LTqaBUoRlm,"['LibertyandEcon', 'DHewson', 'BritainStrong', 'anaglyph32', 'LBC', 'CloakedStalker', 'ajbarrett69', 'honyall', 'BrythonicCurve', 'rexgold', 'vote_leave', 'danedweller', 'RaheemKassam', 'canofwormstwo', 'MikePannett', 'markt1985', 'louwazup', 'WeirdLittleHen', 'ukipactivist', 'Charlton_UKIP', 'VictoriaLIVE', 'ago_biggles', 'MedTalx', 'CraigofOldham', 'CarlosKillface', 'Fight4UK', 'MdDeactivated', 'daiderbyshire', 'RayDamms', 'JuliaSm45799532', 'Nick1985_', 'ByronSanford', 'Vote_LeaveMedia', 'Mike_Fabricant', 'uniforbritain', 'MatthewSephton', 'theordinaryman2', 'Sheanderthal', 'leehadwin', 'WhittleseyOne', 'KirianSev', 'maxxwellking', 'Drewie251', 'AtheistMayhem', 'Peter_ismyname', 'libesabi', 'Rvpobey', 'markmewerds', 'tobymutz101', 'cjmanby1989', 'MaraudingWinger', 'mad_bad_dad', 'sammyanne24', 'BethEdwardes1']",Hey @theresa_may Where are you? https://t.co/DsijlK37jc,6,Sun Apr 08 13:21:03 +0000 2018
449,L,31061,863,"A think tank devoted to the principles of free enterprise, limited government, individual freedom, traditional American values, and a strong national defense.",Heritage,True,en,True,Eastern Time (US & Canada),53476,553600,,Heritage Foundation,"Washington, DC",Mon Nov 12 01:50:27 +0000 2007,126.0,http://pbs.twimg.com/profile_images/624989495243505665/KEyG9zNZ_normal.png,Ignore the childish scaremongering coming from the @WhiteHouse—#Brexit is a matter for the British people to decide. https://t.co/t0bhInXeZK,['JimDeMint'],Friends and family members should be taken seriously when they report that an individual they care about is deeply… https://t.co/0wmVjV5B4W,26,Sun Apr 08 22:40:20 +0000 2018
450,R,982,2899,"Historian. New book, 'Dynasty', out now! Herodotus translator. Dinosaur lover. Hedgehog conservator. A 'leading English cricketer' - The Times",holland_tom,True,en,True,London,95352,51906,,Tom Holland,London,Tue Jan 18 17:14:13 +0000 2011,125.0,http://pbs.twimg.com/profile_images/725583615954944000/qwI7A-hg_normal.jpg,This is clearly the best argument for #Bremain - the French want us to leave... https://t.co/OKWOOyXDa0,[],@aaqil1969 @wmarybeard @greg_jenner @cath_fletcher @kateantiquity @mtchknght8 @Jagbooks Thanks!,0,Sun Apr 08 21:41:29 +0000 2018
451,L,6255,14603,Our forefathers fought & died 4 our sovereignty. Now is OUR time #TakeControl. 1hr THIS: https://vimeo.com/166378572 RT≠ agreement. http://LabourLeave.org,SimonPhillipsUK,False,en,False,London,76909,5712,,Simon Phillips,UK ✔ #LeaveEU ,Wed May 09 19:20:29 +0000 2012,125.0,http://pbs.twimg.com/profile_images/681804749210042369/zlsmedur_normal.jpg,"I trust NATO, 5 eyes, our Generals #VoteLeave","['lyons_miss', 'BrexitNoww', 'Vote2LeavetheEU', 'Stop_The_EU', 'Ironwand', 'uk_rants', 'ExposingBBC', 'KamaranFathulla', 'StopStopHillary', 'UKIPBroxtowe', 'GoPandora', 'Thurrock_Joey', 'NuWebPolitics', 'AndiNeglia', 'AngloBeat', 'Excalibur57X', 'NOTTHESAMEAGAIN', 'DeborahPTodd65', 'SJ_Powell', 'BlueEyedSoulMan', 'NadineDorriesMP', 'WeDoNotLearn73', 'Y_Eurosceptics', 'GrahamGtk1954', 'LouiseMensch', 'Daniel__Brookes', 'HenrySmithMP', 'LeaveEUOfficial', 'Legal_Poodle', 'CloakedStalker', 'CelticRegion', 'ErminiaColucci', 'Leavethe_EU', 'Sazfella', 'Vote_LeaveMedia', 'AubelFelix', 'vote_leave', 'ohboywhatashot', 'theordinaryman2', 'andrew_allison', 'chrisg0000', 'OldhamLeave_eu', 'Mister_Snoops', 'Cllr_Peck', 'realdealdanny', 'Vote__Leave', 'lawyers4britain', 'DiligentTruth', 'SteveBakerHW', 'V5M1000', 'DrTeckKhong', 'Dwalingen', 'europafreunde', 'davidroachcouk', 'Bill_Cheetham', 'murrisonMP', 'dobbs_michael', 'DGImagery', 'LPerrins', 'ScotsVoteLeave', 'richyh5712', 'DonNantwich', 'DominicFarrell', 'EUVoteLeave23rd', 'voteleaveyorks', 'DanHannanMEP', 'WestCapeTribune', 'tfa4freedom', 'jennyriarchi', 'Hansig_jw', 'CllrAlexBright', 'HowMarkPlays', 'AMMorrisMP', 'MarcusFysh', 'AnglusBedae', 'sandieshoes', 'montie', 'bigkarlyates', 'oflynnmep', 'Brexit4us', 'LiamFoxMP', 'Ged_2345', 'PbaxterPeter', 'HeatherWheeler', 'JTeesdale1', 'AmandeepBhogal', 'thegardensgnome', 'timwarby61', 'GouldSam', 'Geezajay2013', 'Gjon777', 'AmalReetpet', 'DawnFamily4', 'russjb2512', 'Markwr88', 'ruminantsheep', '55Massey', 'cllrjoeporter', 'EUAreKidding', 'obritom', 'LiverpoolLeave', 'KeechA13', 'jchr5667', 'MitchellGoldie', 'surferchecker', 'BetterOffOut', 'BBCPropaganda', 'sheenajawanda1', 'Reading4Brexit', 'jamesmfahy', 'Vote_LeaveNE', 'terrylawes', 'Patriotic_Brit', 'EU_Buster', 'bernerlap', 'geraldhowarth', 'ChloeVotesLeave', 'yarmouthyellow1', 'Mike_Fabricant', 'thrussell_ben', 'atticvs', 'cmackinlay', 'MartynPrice3', 'uniforbritain', 'Sheanderthal', 'DavidJoyce59', 'TellRanil', 'bernardjenkin', 'mkpdavies', 'BBCNews', 'SuzanneEvans1', 'Sir_Ben_of_Iron', 'conorburns_mp', 'SeannMUFC', 'VotePursglove', 'Glo_Thienel', 'emma_brining', 'Kishan_Devani', 'MariaHutchings', 'CherylGillanMP', 'DavidTCDavies', 'Kaserxo', 'amirsadjady', 'Englishpapist', 'patel4witham', 'MsCatieMaxx']",RT @JBickertonUK: Hundreds of British Jews are currently protesting outside the headquarters of a UK political party. Not the BNP or some o…,714,Sun Apr 08 13:59:32 +0000 2018
452,N,653,82,"Official twitter feed of the press office for @BBCNews & Current Affairs, #BBCWorldNews & @BBCWorldService. Follow for announcements, programme info & more",BBCNewsPR,True,en,False,London,3107,8904,,BBC News Press Team,"London, UK",Thu Feb 07 17:21:23 +0000 2013,125.0,http://pbs.twimg.com/profile_images/3404536339/60889349ac4d0ab4979e65c1520bbde4_normal.jpeg,WATCH: Outside the UK? wondering what #EUref vote is all about? @PhilippaBBC has the answers - more tweets to follow https://t.co/MEHV6TsOyL,['BBCNews'],"Today at 14.30 GMT join @DilgerTV as he discovers creatures living deep underground, witnesses a magical firefly di… https://t.co/KtAEF1JKQ9",6,Sun Apr 08 11:06:05 +0000 2018
453,L,3803,109848,Just a #Nobody waiting 4 this shit 2 end so we can start #Living! https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2N3JCJH3UVXA4,justmebeingme4,True,en-gb,False,Amsterdam,176294,3590,,Catherine Higgins,Manchester,Sun Sep 05 11:56:31 +0000 2010,125.0,http://pbs.twimg.com/profile_images/743320789684887552/_o5ch21f_normal.jpg,"#Corbyn @UKLabour is 'ready' 4 a snap general election https://t.co/UDpGNr9XzV
#ToryElectionExpenses
#toryelectionfraud
#EUDebate
#EUref
@AP","['Mossandco_ltd', 'Stop_The_EU', 'JamieMcBastard', 'WeirdLittleHen', 'peterjukes', 'johnprescott', 'Gian_TCatt']","RT @jeremycorbyn: If you are neutral in situations of injustice, you have chosen the side of the oppressor.  https://t.co/7TtBNkgFoe",35554,Sun Apr 08 23:20:00 +0000 2018
454,R,8300,18649,Ugandan/Tanzanian & Arab |AFC|NYK|49ers||RiP lukey|smegs|KC|Theo|Clive|Lamarr,DeRozenDontCare,True,en,False,Casablanca,34751,20435,,Simba DeRozen,Norfh side of dat London,Sat Jan 30 18:43:42 +0000 2010,125.0,http://pbs.twimg.com/profile_images/739193740959551489/p_CUr9R__normal.jpg,If you're Muslim and you're voting #leave then you might aswell move out of the uk because we're pissed if they win.,[],deleted,deleted,deleted
455,R,563,3830,"Proud Brit, using the final few months of this account to highlight to the good citizens of Woking (and beyond) why Brexit is a seriously bad idea",iWoking,False,en-gb,False,London,8772,913,,#Brexit is Batshit,Woking and all over,Thu Oct 09 21:20:56 +0000 2014,124.0,http://pbs.twimg.com/profile_images/743542717355986944/OwQZD2zZ_normal.jpg,@TheSun Give me ONE honest reason to leave? https://t.co/oWoEymEWKt,"['margarance', 'RickPoleway', 'polnyypesets', 'wdjstraw', 'GBisNOisland', 'EmporersNewC', 'StrongerSwINdon', '38_degrees', 'StrongerInPress', 'StrongerIn']",Win signed copies of Last Great Dreamers new album Transmissions From Oblivion on CD &amp; Vinyl. https://t.co/lXnjFdJx3T,0,Mon Nov 21 21:41:52 +0000 2016
456,L,500,13167,King of the Stickmen.,SkipLicker,False,en,False,Dublin,5372,6152,,Skip Licker,Space Rock Earth,Sun May 18 02:27:29 +0000 2014,124.0,http://pbs.twimg.com/profile_images/725749328569053184/I1nPYqVA_normal.jpg,Vote Leave #EUref https://t.co/XNZ9RiUw3u,"['theflycatcher81', 'cmackinlay', 'tnewtondunn', 'GarethSoye', 'FarahDamji', 'gupta_james']",deleted,deleted,deleted
457,L,22,7262,,ANDREASSTAVRI,False,en,False,,50359,1610,,ANDREAS STAVRIDIS,,Fri Jul 31 15:33:28 +0000 2015,124.0,http://pbs.twimg.com/profile_images/627141781910646784/YglpIPl7_normal.jpg,"@Ironwand  EU Austerity Killing Greece. Report Shows Suicide, Infant Death, And Mental... https://t.co/swDMI4zSAx …  #BREXIT","['Ironwand', 'Vote_LeaveMedia', 'PatrioticBrits', 'OnlineMagazin', 'ramzpaul', 'alexjdunne']",deleted,deleted,deleted
458,R,2333,22053,"In our age there is no such thing as 'keeping out of politics'. All issues are political issues, and politics itself is a mass of lies.",jpublik,False,en,False,,94385,9822,,Joe Public,,Sat Jan 09 16:28:56 +0000 2010,124.0,http://pbs.twimg.com/profile_images/662359604366606336/1X3fE3m5_normal.jpg,Astonishing arrogance of elderly Leave voters telling @xtophercook they know better than young #eurefÂ  #Newsnight https://t.co/NWjPILdTjJ,"['Boston_Rabbit', 'JonathanPlaid', 'jpublik', 'Driftmineorg', 'tez123', 'AdamBienkov', 'reclaimocracy', 'District70', 'n_evancook', 'zelo_street', 'iankatz1000', 'jk_rowling', 'Adeodatus', 'HollyPublic', 'MazzucatoM', 'UKLabour', 'SkyNews', 'watchbriefmedia', 'sportingintel', 'keithsharpe7', 'TheCanarySays', 'mr_ceebs', 'Channel4News', 'mehdirhasan', 'BBCNews', 'Bonn1eGreer', 'suttonnick', 'RandallNortham', 'fortuna1maria', 'peterjukes']","RT @IanDunt: More than anyone else I can think of, Farage really is the stupid person's idea of a smart person. https://t.co/EVXdWjBMuw",404,Sun Apr 08 23:30:49 +0000 2018
459,R,5213,9318,"straight talking northern bloke, Do no harm but Take NO Shit fro ANYONE.Cant stand anything Tory. Our elderly deserve same love & care they gave us as infants",Greekboy8,False,en,False,,54950,5308,,stavros,,Mon Jan 10 00:18:37 +0000 2011,124.0,http://pbs.twimg.com/profile_images/733628303391723520/bCAGLiF3_normal.jpg,@4bins @nja5 I didn't see them in #BBCDebate son.  But I did hear this maggot supporting #Brexit #Newsnight @bbcnews https://t.co/5yX7GtkKv6,"[' imagine #toryelectionfraud HQ are in overdrive today &amp; tomorrow #Bbcdp #InOrOut #Brexit #Remain @skynews @lbc   https', ""hat have these 2 clowns said today that we haven't heard HUNDREDS of times over last 8 weeks re #Brexit #Remain #Bbcdp @daily_politics"", 'ead of #EU #Junker saves a fortune on shoe polish while @David_Cameron is around #EUref #Brexit #Remain #Bbcdp https', ""t wasn't #EU who made these Tory MPs vote for Disabled cuts it, it was NASTY @David_Cameron #InOrOut #Bbcdp @lbc https"", 'hy would poor want a part in @David_Cameron Long Term Economic Plan? @Skynews @bbcnews #EUref #InOrOut @lbc https', 'ff UK are so treasured by #EU why did @David_Cameron only get Mickey Mouse reforms? \n\n@Skynews @bbcnews #EUref #InOrOut #greatdebate', 'David_Cameron says public in pubs, clubs &amp; homes are debating #Euref but omits #Foodbanks &amp; Disabled @skynews https', 'ut Mr Junker Sir I have #toryelectionfraud HQ on standby in case #Brexit win #EUref @Skynewstonight   #BBCDebate https', 'ow will #Brexit or #Remain End these relentless attacks on Sick &amp; Disabled\n\n#BBCDebate #BigDebate #InOrOut @lbc  https', 'H LOOK who represents #Brexit &amp; wants workers rights &amp; human rights removed\n\n#BBCDebate #Skypapers #Newsnight https', ""4bins OH LOOK who's on #BBCDebate representing #Brexit \n\n#Newsnight #Skypapers #Bbcpapers @lbc #InOrOut @bbcnews https""]","RT OH LOOK @AmberRuddHR blames social media for rise in murders instead of #police cuts

@SkyNews @BBCNews @LBC… https://t.co/F75Ja3lm4B",5,Sun Apr 08 23:08:47 +0000 2018
460,R,4278,42961,Advise Govts/IFIs/Investors on Economy/Investment/Development/Env as MD @ReDefineEurope/@WEF @Davos Young Global Leader/ Painter,SonyKapoor,True,en,False,Brussels,10552,20085,,(((Sony Kapoor))),Berlin/Bxl/Lon/Paris/Oslo/NYC,Sat Sep 12 23:27:36 +0000 2009,123.0,http://pbs.twimg.com/profile_images/720573217954340864/HS3RivMI_normal.jpg,Are u very short #GBP? Bigoted against immigrants? Believe in conspiracy theories? Is the #EU = #Hitler? Yes = #VoteLeave / No = #VoteRemain,['minefornothing'],"It's time to admit that #Brexit = naked #racism and #xenophobia ... If you still need more proof, look at the dogwh… https://t.co/XuF8BDOR25",6,Tue Apr 03 13:30:38 +0000 2018
461,L,993,8883,"#NEXIT! Anti Linkse Wegkijkers! Blijf van dieren en kids af! #PVV #NigelFarage #Trump #GAY #DUTCH #StopWhiteGenocide Shot or be shot! Mijn mening, mijn land!",TheyNeed2GoBack,False,nl,False,Amsterdam,19676,1802,,Seriously✭BREXNEX✭IT,"Maaskantje, Sint-Michielsgestel",Fri Jan 15 10:44:45 +0000 2016,123.0,http://pbs.twimg.com/profile_images/742055448526880768/Qv3XrD-Y_normal.jpg,"I'm Dutch and I endorse #Brexit  because we can be united only in freedom, sovereignty and rule of law.
#VoteLeave https://t.co/RoyE2zyfOn","['OmeFoXX', 'BenvanBakel', 'V_of_Europe', 'elenuccia71', 'koekwouske', 'TheyNeed2GoBack', 'kwast66', 'DemoGrazzi', 'windwens', '4merfetus', 'Andy_T_', 'truusdemierr', 'Dwalingen', 'JePatriote', '1_Martijn_1', 'Ron_Schippers', 'enkai_pan', 'Schorpioen1988', 'LaLaura68', 'RobertBadia', 'lameduck1960', 'Alexicon83', 'LisaHenegauwen', 'BrexitNoww', 'skaidramigla', 'ivansaracino', 'HopeDieBefore']",deleted,deleted,deleted
462,R,1977,3140,"Creator of #20tweetstories, author of the story Neil Gaiman might have written had he been persuaded to write for Seasons of War.",DW_Carrington,True,en,False,,9178,578,,David,,Thu Mar 13 21:38:37 +0000 2014,122.0,http://pbs.twimg.com/profile_images/666343545729585157/3OvtSTKV_normal.jpg,My second (belated) blog on the #EU - feat #immigration and #sovereignty https://t.co/DF1WtpyJg9,[],RT @Hilary_W: I got a Watership Down tattoo to upset my fellow thirtysomethings. Four people I've passed in the street have cried already.…,629,Sun Apr 08 14:33:06 +0000 2018
463,R,589,1997,Stand-Up Comedian. Comedy Writer. Crime fighter. Happy Drunk. ALWAYS ON TOUR. PROBABLY IN A TOWN NEAR YOU NOW - see website for tickets.,Jo_Caulfield,False,en,False,London,25461,19359,,Jo Caulfield,Leith,Mon Aug 09 09:50:19 +0000 2010,122.0,http://pbs.twimg.com/profile_images/418123965388046336/40CK5HFQ_normal.jpeg,"I never thought I would agree with Boris Johnson. I still don't. Just saying, I never thought I would. #BBCDebate #EUref",['petewylie'],"RT @SpeakeasyEd: They’re back!

Gary, Grant and Jo (plus guests) return for a new series of Stop The Press for @BBCRadioScot

The first two…",7,Sun Apr 08 10:27:25 +0000 2018
464,R,8145,19531,"SNP MSP for Hamilton, Larkhall and Stonehouse                            Retweets are not endorsements.",ChristinaSNP,False,en,True,Dublin,58340,15209,,Christina McKelvie,,Thu Feb 24 15:21:23 +0000 2011,122.0,http://pbs.twimg.com/profile_images/728666257667567616/ZvmEcvpt_normal.jpg,#VoteRemain  https://t.co/TpDXviwKf1,"['EdwardInEurope', 'HumzaYousaf', 'Another_Europe', 'rosscolquhoun', 'IainRWhite', 'KevinStewartSNP', 'JaneyGodley', 'LawrenceS8', 'theSNP', 'StrongerInPress', 'sowadally', 'The_TUC', 'bilbobaggins2k', 'Bonn1eGreer', 'tanyamccamphill', 'itslegaltender', 'samdoespolitics', 'MartinJDocherty', 'CorradoTopi', 'DavidLivey', 'HannahB4LiviMP']",RT @KarnaMikko: Today I will travel to #Iceland for a Nordic Council meeting. Among other things will discuss about #Catalonia and try to f…,1903,Mon Apr 09 00:19:59 +0000 2018
465,R,194,27,"Opera singer & Masters student @ The Royal Northern College of Music!  Worked for Abercrombie & Fitch, when I was skinny & in Parliament. Little bit sassy!",Michael_Taylor_,True,en-gb,False,Amsterdam,1029,1059,,Michael Taylor,Trafford & Manchester,Thu May 08 21:05:40 +0000 2014,122.0,http://pbs.twimg.com/profile_images/684137908576587776/UoRwOJCP_normal.jpg,"What I see on my Facebook is the middle class children with degrees are backing #StrongerIn, whilst those who don't will #VoteLeave! #EUref",[],deleted,deleted,deleted
466,R,7871,382,Plaid Cymru yw'r Newid sydd ei Angen • The Party of Wales is The Change Wales Needs #Senedd16 #Plaid16,Plaid_Cymru,True,en,True,London,23256,23127,,Plaid Cymru,Cymru • Wales,Wed Apr 16 19:25:13 +0000 2008,121.0,http://pbs.twimg.com/profile_images/601033230435889152/KQ_bqZVY_normal.jpg,Wales benefits a great deal from our membership of the Single Market. Vote #Remain this Thursday #EUref https://t.co/xnK0RshVMl,"['EUPARTYEFA', 'JillEvansMEP', 'plaidifancyouth', 'WalesStrongerIn']","RT @thebarryhorns: I just joined - better late than never! It took me less than 60 seconds.

Join Plaid Cymru today - and together we can d…",76,Sun Apr 08 11:39:46 +0000 2018
467,L,487,582,"Parliamentary Sketch Writer at the @independent. Before that, Sports Writer and Olympics Correspondent.",tompeck,False,en,True,London,28248,9619,,Tom Peck,"East, East, East London",Mon Feb 02 00:07:51 +0000 2009,121.0,http://pbs.twimg.com/profile_images/699630166457348096/X1xLti2O_normal.jpg,"Tory speaks out against working class boy making something of his life. I mean, where do you start? https://t.co/fDCtD87vpG","['tonyjmaggs', 'MMerrickian']",@LukeMcLaughlin @Moorinho It does not appear straightforward,0,Sun Apr 08 23:11:34 +0000 2018
